[0.22750000000000004, 0.8225]
[0.22999999999999998, 0.7024999999999999]
[0.22999999999999998, 0.565]
[0.15500000000000003, 0.49]
[-0.020000000000000018, 0.4825]
[-0.15999999999999998, 0.4625]
[-0.175, 0.61]
[-0.16999999999999998, 0.7949999999999999]
[-0.09250000000000003, 0.865]
[0.09250000000000003, 0.8500000000000001]
